,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size
3320,"Soup, cream of mushroom, canned",Cup (248g),200.88,2.01,12,14.04,3.97,1740.96,248
3321,"Soup, cream of peanut, sweet",Bowl-dessert (15 cm) (274g),341.95,14.36,20.36,25.29,3.01,273.45,274
3322,"Soup, cream of seafood, canned, prepared",Cup (255g),142.04,4.34,6.89,15.3,1.53,1096.5,255
3323,"Soup, cream of vegetable, canned",Cup (270g),159.39,3.51,8.1,18.09,2.7,1836,270
3324,"Soup, cream of vegetable, canned, prepared",Cup (255g),135.91,3.83,6.63,15.3,0.51,994.5,255
3325,"Soup, cream type, dry mix, prepared",Cup (255g),102.39,3.57,3.83,13.52,4.59,1045.5,255
3326,"Soup, cream variety, instant, prepared",Sachet (200g),73.61,4,2.4,9,4,680,200
3327,"Soup, fish",Bowl-soup (16 and 1/2 cm) (522g),135.72,20.88,4.7,3.65,2.09,1184.94,522
3328,"Soup, fish head",Bowl-soup (16 and 1/2 cm) (625g),211.38,22.81,13.35,0,10.01,1412.88,625
3329,"Soup, french onion, dry mix, prepared",Cup (250g),16.13,1,0,3,0,875,250
3330,"Soup, green bean with coconut milk",Bowl-soup (16 and 1/2 cm) (531g),376.93,10.09,3.19,76.46,23.36,0.01,531
3331,"Soup, green beans, with coconut milk, malay style",Bowl-soup (16 and 1/2 cm) (364.25g),377.07,16.86,11.66,51.18,15.81,68.84,364.25
3332,"Soup, main meal, canned, heated",Cup (260g),215.63,6.24,11.96,21.06,6.76,1014,260
3333,"Soup, minestrone, home prepared",Cup (260g),121.18,8.58,3.64,13,9.62,520,260
3334,"Soup, mixed vegetable, dry mix, prepared",Cup (250g),32.27,1,0.25,6.5,2,900,250
3335,"Soup, peas and ham, canned, prepared",Cup (255g),111.53,7.65,2.04,15.3,5.36,790.5,255
3336,"Soup, pig's liver , chinese spinach",Bowl-soup (16 and 1/2 cm) (216.46g),75.76,8.44,4.55,0.43,0.43,361.49,216.46
3337,"Soup, pig's tail",Bowl-soup (16 and 1/2 cm) (463g),280.11,22.36,21.18,0.01,0.9,837.88,463
3338,"Soup, pork ball and tofu",Bowl-soup (16 and 1/2 cm) (249.31g),142.11,15.96,8.23,1,0.5,575.91,249.31
3339,"Soup, pork tail",Bowl-soup (16 and 1/2 cm) (463g),281.27,22.22,21.18,0,1.04,836.87,463
3340,"Soup, red bean, with orange peel",Bowl-soup (16 and 1/2 cm) (351.44g),200.32,11.6,1.41,36.2,15.11,24.6,351.44
3341,"Soup, resum",Bowl-soup (16 and 1/2 cm) (419.7g),168.52,4.2,9.23,17.21,-4.2,3722.74,419.7
3342,"Soup, soft tofu, with prawn",Bowl-soup (16 and 1/2 cm) (312.2g),93.04,8.21,5.99,1.59,1.31,490.47,312.2
3343,"Soup, sour fish, nonya style",Plate-20cm (282g),117.03,20.28,2.82,2.65,3.24,352.22,282
3344,"Soup, tomato, canned",Bowl-rice (11and 1/2 cm) (270g),143.4,2.7,0.81,29.16,5.13,1728,270
3345,"Soup, vegetable, canned, prepared",Cup (255g),56.68,2.55,1.02,9.44,3.06,994.5,255
3346,"Soup, vegetable, home prepared",Cup (200g),68.9,4,0.6,9,5.2,500,200
3347,"Soup, white fungus and lotus seed",Bowl-dessert (15 cm) (334g),160.32,2.67,1.34,34.07,3.67,6.68,334
3348,"Soup, with crouton, instant prepared",1 portion (200g),98.95,1.6,5.2,11.4,4.6,1020,200
3349,"Soup, with fish ball",Bowl-soup (16 and 1/2 cm) (439g),105.36,16.46,3.38,2.28,1.23,2032.57,439
3350,Soursop juice,Cup (414g),310.5,0,0.41,76.18,3.73,37.26,414
3351,"Soursop, raw",Whole (439g),194.07,3.88,1.19,42.09,8.66,5.97,439
3353,Soy milk,Cup (250g),137.5,6.5,4,19.25,1.5,35,250
3354,"Soy sauce, powder, fermented",Gram (1g),2.29,0.15,0.01,0.41,0,140,1
3355,Soya bean cake,Whole (107g),109.14,11.66,5.03,4.28,0.32,2.14,107
3356,Soya bean cake (HCS),Whole (200g),224,26,13.2,0.2,2.2,124,200
3357,Soya bean cake with salted bean filling,Piece (48g),223.2,3.7,11.66,25.82,1.3,164.64,48
3358,"Soya bean cake, fermented",Piece (71g),112.18,11.29,5.33,3.98,2.91,4.97,71
3359,Soya bean curd (HCS),One half (150g),75,9.15,4.2,0.15,0.9,25.5,150
3360,Soya bean curd with syrup,Bowl-soup (16 and 1/2 cm) (310g),182.9,7.13,1.86,34.41,0.93,18.6,310
3361,"Soya bean curd, less sweet",Bowl-dessert (15 cm) (537g),263.13,12.35,3.22,45.65,1.61,32.22,537
3362,"Soya bean curd, sheet, dried, unsweetened",Sheet (28g),136.92,15.85,7.36,1.82,0.28,33.32,28
3364,"Soya bean curd, unsweetened",Bowl-soup (16 and 1/2 cm) (619.9g),66.33,11.78,1.86,0.62,9.3,31,619.9
3365,"Soya bean curd, with syrup (old)",Bowl-soup (16 and 1/2 cm) (619.9g),316.15,11.78,1.86,63.23,9.3,31,619.9
3366,Soya bean drink,Packet (250g),157.75,3.25,5.5,24,0,5,250
3367,Soya bean milk (HCS),Cup (250g),152.5,9.5,4.25,18.75,2,32.5,250
3368,"Soya bean milk, reduced sugar (HCS)",Cup (250g),125,10.5,3.75,12.25,0.75,22.5,250
3369,"Soya bean milk, with sugar (hawker centre)",Cup (250g),137.5,6.5,4,19.25,1.5,35,250
3370,"Soya bean milk, without sugar (hawker centre)",Cup (250g),82.5,6.75,5,3,2,30,250
3371,"Soya bean paste, fermented",Tablespoon (19g),27.74,1.84,1.03,2.79,1.12,335.54,19
3372,Soya bean with grass jelly drink,Glass (250ml) (250g),102.5,4.75,2,16.25,0.5,62.5,250
3373,"Soya bean, sheet, dried, sweetened",Piece (28g),128.52,12.49,6.08,5.96,0.28,7.56,28
3374,"Soya milk powder, instant (HCS)",Packet (30g),110.4,7.11,3.48,12.72,0.66,36,30
3375,"Soya milk powder, no added sugar, instant (HCS)",Packet (30g),95.4,6.69,3.42,9.51,0.99,32.7,30
3376,Soya sauce chicken noodles,Bowl-soup (16 and 1/2 cm) (352g),442.6,25.7,19.23,39.4,2.24,681.52,352
3377,"Soya sauce, dark (HCS)",Tablespoon (17g),20.4,0.82,0,4.3,0.05,630.53,17
3378,"Soya sauce, light",Tablespoon (17g),8.5,0.75,0,1.38,0.03,859.35,17
3379,"Soya sauce, light (HCS)",Tablespoon (15g),6,0.62,0,0.87,0,721.65,15
3380,Soyabean milk without sugar,Glass (250ml) (250g),87.5,10.5,4,2.5,1.25,12.5,250
3381,"Soyabean sprouts, raw",Cup (105g),46.18,4.73,1.68,3.15,1.58,7.56,105
3382,"Soyabeans, white, raw",Cup (176g),716.32,59.49,33.26,44.88,35.38,80.96,176
3383,Spaghetti,Cup (140g),219.8,8.12,1.26,42.84,2.52,183.4,140
3384,Spaghetti bolognese,1 portion (480g),451.2,24,11.81,61.92,12.48,1185.6,480
3385,Spaghetti carbonara,1 portion (394g),744.66,20.88,44.72,64.22,4.73,1083.5,394
3386,Spaghetti with tuna sauce,Plate-20cm (300g),462.49,21.42,14.73,60.49,4.51,263.05,300
3387,"Spaghetti, white, raw",Packet (500g),1704.11,56,5.5,351.5,25.5,25,500
3388,"Spaghetti, wholemeal, boiled",Cup (148g),193.14,8.58,1.18,36.41,8.44,7.4,148
3389,"Spaghetti, wholemeal, raw",Packet (500g),1591.78,64.5,11,303,57.5,55,500
3390,"Spaghetti, with added salt, boiled",Cup (140g),219.8,8.12,1.26,42.84,2.52,183.4,140
3391,"Spaghetti, without added salt, boiled",Cup (140g),221.2,8.12,1.26,43.26,2.52,1.4,140
3392,Spare rib stock,Bowl-soup (16 and 1/2 cm) (1018g),81.44,13.23,3.05,2.04,0,1201.24,1018
3394,Spiced mutton,Plate-16cm (114.25g),228.5,26.62,12.91,1.37,1.49,445.58,114.25
3395,"Spices of the orient flour, original",Packet (44g),148.28,4.4,0.44,31.77,1.19,1883.64,44
3396,"Spices, turmeric, ground",Tablespoon (6.8g),24.07,0.53,0.67,0.3,1.43,2.58,6.8
3397,Spicy cucumber salad with coconut milk,Plate-20cm (98g),64.68,0.59,4.7,5.1,1.96,660.52,98
3398,Spicy stir-fried cauliflower,Plate-16cm (85.98g),44.71,1.89,3.44,1.6,2.88,298.35,85.98
3399,Spicy tapioca chips,Cup (128g),596.86,6.16,30.57,74.28,5.35,800.77,128
3400,Spicy vegetables with coconut milk and yoghurt,Plate-20cm (582g),552.9,12.8,33.76,50.05,22.7,1865.31,582
3401,"Spinach noodles, dried",1 portion (50g),177,6.55,0.55,36.5,1.25,165.5,50
3402,Spinach with trio egg,Bowl-soup (16 and 1/2 cm) (675g),337.5,22.28,24.64,7.43,4.73,2835,675
3403,"Spinach, boiled, drained",Cup (180g),41.4,5.35,0.47,6.75,4.32,126,180
3404,"Spinach, ceylon, raw",Cup (85g),11.63,0.8,0.05,1.91,1.3,7.52,85
3405,"Spinach, Chinese, raw",Cup (56g),19.41,1.66,1.08,0.83,0.29,4.97,56
3406,"Spinach, english, raw, leaf and stem",Cup (53g),11.6,1.16,0.13,1.34,0.36,11.13,53
3407,"Spinach, in gravy",Plate-16cm (156.31g),59.4,1.88,4.38,3.28,3.44,801.87,156.31
3408,"Spinach, powder",Gram (1g),2.57,0.2,0.04,0.45,0.14,15.61,1
3409,"Spinach, red, raw",Stalk (30g),6.64,0.69,0.07,0.81,0.37,1.48,30
3410,Spirits,Glass (250ml) (30g),61.2,0,0,0.03,0,0.6,30
3411,"Spotted Spanish mackerel, raw",1 portion (376g),191.99,37.88,4.62,0,0,76.1,376
3412,Spotted trevally,Whole (543g),228.71,54.5,1.12,0,0,242.83,543
3413,"Spread, hazelnut and chocolate-flavoured",Tablespoon (19g),98.42,1.29,5.62,10.98,0.7,6.27,19
3415,"Spread, vegemite",Teaspoon (6g),8.45,1.46,0.06,0.49,0,1800,6
3416,"Spring chicken, raw, lean without fat, skin and bones",Whole (441g),511.56,82.91,17.64,4.41,0,388.08,441
3417,"Spring chicken, raw, with fat and skin",Whole (medium) (430g),997.6,75.25,75.68,3.87,0,322.5,430
3418,"Spring onion, raw",Stalk (2.7g),0.64,0.04,0,0.1,0.05,0.27,2.7
3419,"Spring roll pork and prawns, non deep fried",Piece (65g),201.03,3.71,15.28,12.09,0.91,334.75,65
3420,"Spring roll turnip  and carrot, deep fried",Piece (85g),198.9,4.17,10.63,21.76,2.64,430.53,85
3421,Spring rolls,Piece (22g),69.96,0.77,4.22,7.24,0.66,141.24,22
3422,"Squid, raw",Cup (226g),193.37,32.75,2.9,6.47,0,92.48,226
3423,"Squid, with green pepper, stir fried",Plate-16cm (116.86g),113.76,11.1,6.81,2.01,2.77,256.16,116.86
3424,Starfruit / Carambola,Whole (small) (113g),24.41,0.71,0.1,5.09,2.85,6.1,113
3425,Starfruit juice,Cup (263g),76.27,1.58,0.26,16.83,0.53,36.82,263
3426,"Starfruit, dried",Cup (175g),488.11,3.5,1.58,114.1,9.8,136.5,175
3427,"Starry triggerfish, whole, raw",1 portion (212g),38.06,9.41,0.05,0,0,88.02,212
3428,Steak,Whole (165g),452.33,42.9,31.52,0,0,113.85,165
3429,"Steamed chicken, with skin and bone",Piece (10.26g),14.92,1.59,0.95,0,0,13,10.26
3430,"Steamed chicken, without skin and bone",Piece (6.7g),11.23,1.52,0.45,0,0,16.62,6.7
3431,Steamed crab,Whole (237g),90.72,18.04,2.09,0,0,480.73,237
3432,Steamed egg with minced pork,Plate-16cm (143g),176.7,12.73,13.01,1.86,0,886.6,143
3433,Steamed egg with tofu,Plate-16cm (131.7g),127.37,9.06,9.84,0.65,0.5,519,131.7
3434,Steamed fish,Plate-16cm (47.5g),46.55,6.85,2.04,0.23,0.04,233.04,47.5
3435,Steamed fish with preserved black bean,Plate-16cm (47.5g),46.55,6.85,2.04,0.23,0.04,233.04,47.5
3436,"Steamed fish, unspecified",Piece (185g),170.44,31.02,5.11,0,0.31,456.04,185
3437,Steamed glutinous rice,Plate-16cm (147.61g),341.86,16.24,15.57,34.17,2.21,771.11,147.61
3438,Steamed mantou,Piece (52g),132.08,2.65,1.35,27.46,1.04,68.64,52
3439,Steamed minced pork with salted fish,Piece (70.19g),150.21,14.39,10.11,0.49,0.63,556.61,70.19
3440,Steamed pomfret,1 portion (120g),80.94,10.96,3.88,0.4,0,513.94,120
3441,Steamed pork ball,Whole (21g),62.58,3.44,5.25,0.4,0,100.59,21
3442,Steamed spare ribs with black beans,Plate-20cm (106g),171.92,9.98,13.39,2.21,0.26,622.31,106
3443,Steamed spare ribs with plum sauce,Plate-16cm (100.69g),128.14,8.88,8.3,4.55,1.5,261.16,100.69
3444,Steamed sponge cake,Slice (40g),127.6,2.84,5.32,17.12,0.2,106.4,40
3445,Steamed sui kow,Piece (19.5g),27.4,1.19,1.54,2.16,0.25,106.08,19.5
3446,Steamed tofu with minced pork,Wedge/Chunk (71.9g),112.83,8.21,7.75,2.73,0.24,196.73,71.9
3447,Stewed pumpkin in coconut milk,Bowl-rice (11and 1/2 cm) (88.26g),131.51,1.68,11.03,6.27,0.88,217.3,88.26
3448,Stewed taupok,Piece (44g),89.32,3.3,7.7,1.72,0.35,177.32,44
3449,"Stingray, cooked with tamarind",Piece (60g),122,13.25,6.87,1.79,0.57,45.82,60
3450,"Stingray, whole, raw",Slice (247g),97.59,23.91,0.22,0,0,85.96,247
3451,Stir fried asparagus with scallop,Plate-20cm (120g),88.68,8.56,5.15,2.03,1.99,187.8,120
3452,Stir fried bean sprout with dried prawn,Plate-20cm (194.8g),151.94,10.32,10.13,4.75,5.45,422.72,194.8
3453,"Stir fried bean sprout, taukwa and chilli",Plate-20cm (210g),279.06,9.03,24.15,6.09,3.78,823.2,210
3454,Stir fried beef with black bean sauce,Plate-16cm (206.64g),423.63,44.2,23.14,8.24,0.79,1619.89,206.64
3455,Stir fried beef with ginger,Plate-20cm (196g),297.92,27.44,19.01,4.31,4.12,1493.52,196
3456,Stir fried beef with vegetables,Plate-20cm (198.2g),373.67,43.56,19.42,5.69,1.76,1085.01,198.2
3457,Stir fried bittergourd with roasted pork,Plate-20cm (90.8g),155.27,9.35,12.8,0.8,2.23,336.87,90.8
3458,Stir fried broccoli,Plate-20cm (172.78g),98.48,5.01,6.74,4.32,3.46,317.92,172.78
3459,Stir fried cabbage with dried shrimp,Plate-20cm (136g),111.52,2.86,10.34,1.9,2.72,447.44,136
3460,Stir fried cabbage with tang hoon and dried prawn,Plate-20cm (136g),146.27,4.35,7.89,14.28,1.77,920.72,136
3461,"Stir fried cabbage, with fuchok and tang hoon",Plate-20cm (122.3g),144.24,4.28,9.56,10.26,2.14,251.69,122.3
3462,Stir fried celery with beef,Plate-20cm (141.36g),183.77,17.53,11.03,3.53,1.7,556.96,141.36
3463,Stir fried char siew noodles,Plate-20cm (450g),738,18.45,26.55,105.75,6.75,3919.5,450
3464,Stir fried chicken with almond,Plate-20cm (230.34g),408.39,23.75,31.49,7.49,2.74,504.91,230.34
3465,Stir fried chicken with button mushroom,Plate-20cm (120.55g),163.95,21.82,7.11,3.13,1.81,584.67,120.55
3466,Stir fried chicken with ginger,Plate-20cm (312g),534.31,38.26,37.74,9.7,0,1727.11,312
3467,"Stir fried chicken, with beansprouts",Plate-20cm (68.75g),99.28,8.55,6.72,1.13,1.44,202.68,68.75
3468,Stir fried chinese cabbage with pork,Plate-16cm (56.35g),44.29,2.36,3.63,0.51,0.43,104.3,56.35
3469,Stir fried chye sim,1 portion (114.98g),161.33,3.24,14.96,3.97,0.53,541.3,114.98
3470,Stir fried dou miao,Plate-20cm (162g),207.36,6.16,19.44,2.27,1.78,570.24,162
3471,Stir fried ee fu noodles,Plate-20cm (418.28g),605.38,25.47,31.33,55.42,3.47,2217.8,418.28
3472,Stir fried eggplant,Plate-16cm (177g),162.84,4.25,14.69,3.19,3.54,688.53,177
3473,Stir fried fish with garlic,Plate-20cm (136g),178.16,15.1,9.66,7.89,3.81,412.08,136
3474,Stir fried french beans with dried prawn,Plate-20cm (287g),281.92,8.04,23.25,9.76,8.61,1549.8,287
3475,Stir fried garlic chives with prawn,Plate-20cm (330g),422.4,23.76,32.67,8.58,4.29,1369.5,330
3476,Stir fried green pepper chicken breast,Plate-20cm (63.87g),71.15,8.9,3.7,0.56,1.23,190.14,63.87
3477,Stir fried kailan with beef,Plate-20cm (334g),435.06,24.05,33.73,8.35,5.34,1639.94,334
3478,Stir fried long beans and pork,Plate-20cm (131.91g),127.95,12,6.46,5.67,3.43,1039.45,131.91
3479,Stir fried luncheon meat with mixed vegetables,Plate-20cm (120g),230.4,9.12,17.28,9.48,2.64,666,120
3480,Stir fried mixed vegetables,Plate-16cm (109.34g),66.7,2.51,5.03,2.81,2.37,292.81,109.34
3481,Stir fried mixed vegetables with tang hoon,Plate-20cm (97g),75.66,1.94,6.21,3.1,2.52,418.07,97
3482,"Stir fried noodles, with egg, bean sprouts and char siew",Plate-16cm (157.88g),284.18,10.89,12,33.15,2.05,1400.4,157.88
3483,Stir fried ostrich meat,Plate-20cm (183g),250.71,17.75,15.19,10.8,4.03,2062.41,183
3484,"Stir fried pig's blood, with spring onion and oyster sauce",Plate-16cm (83.33g),70.41,8.86,3.31,1.3,0.73,255.99,83.33
3485,Stir fried pig's liver,Plate-20cm (145.65g),238.87,20.1,16.17,3.35,1.02,457.34,145.65
3486,Stir fried pork,1 portion (183g),314.94,37.17,15.52,6.64,4.32,753.41,183
3487,Stir fried pork with white fungus,Plate-20cm (125.3g),80.32,5.8,5.6,1.69,3.9,292.2,125.3
3488,Stir fried prawn with broccoli,Plate-20cm (168g),161.36,11.71,11.85,2,2.14,442.68,168
3489,Stir fried prawn with cashew nut,Plate-20cm (149.03g),302.53,23.55,20.86,4.92,2.09,566.31,149.03
3490,Stir fried salted vegetable with minced beef,Plate-20cm (320.9g),348.21,23.1,23.43,10.59,0.96,3404.75,320.9
3491,Stir fried sea cucumber with mushroom,Plate-20cm (318.7g),284.88,18.17,18.48,11.79,7.97,1536.13,318.7
3492,Stir fried spinach,1 portion (156.07g),254.52,5.26,25.56,0.91,0.19,907.19,156.07
3493,Stir fried tofu with minced pork,Plate-16cm (247.16g),287.42,20.54,21.28,3.44,4.79,643.6,247.16
3494,Stir fried vegetables,Plate-16cm (109.34g),66.7,2.51,5.03,2.81,2.37,292.81,109.34
3495,Stir-fried beef and peppers,Plate-20cm (198.2g),373.67,43.56,19.42,5.69,1.76,1085.01,198.2
3496,Stir-fried nai bai,Plate-20cm (277g),268.69,5.26,25.51,4.71,2.49,551.23,277
3497,Stock powder/cube,Piece (12g),25.84,1.36,1.07,2.7,0,2208,12
3498,"Stock, beef",Cup (240g),16.8,2.64,0.48,0,0,782.4,240
3499,"Stock, chicken, skimmed",Bowl-soup (16 and 1/2 cm) (421.88g),18.56,3.16,0.68,0,0,478.41,421.88
3500,"Stock, fish head",Cup (246.2g),20.19,4.16,0.39,0,0,338.28,246.2
3501,"Stomach, in dark sauce, braised",Plate-16cm (108g),126.36,17.71,6.16,0,0,494.64,108
3502,Strawberry milk,Cup (258g),202.25,8.26,9.03,23.22,0,103.2,258
3503,strawberry shortcake,Piece (141g),305.97,4.37,20.06,27.07,2.82,73.18,141
3504,"Strawberry, fresh, pureed",Whole (12g),3.6,0.07,0.05,0.56,0.28,0.12,12
3505,"Strawberry, raw",Cup (150g),32.02,2.47,0.15,3.93,2.04,8.73,150
3506,Suan La Fen (Hot & Sour Sweet Potato Noodles,1 portion (662g),436.92,9.27,14.43,68.19,15.89,2237.56,662
3507,Suan la mian,Bowl-soup (16 and 1/2 cm) (732g),570.96,21.96,20.79,73.2,8.05,2554.68,732
3508,"Subway Club Salad, Subway",Bowl-dessert (15 cm) (377g),150.8,18.85,3.51,14.25,4,848.25,377
3509,Sugar cane juice,Cup (425g),114.75,0,0.21,28.05,0,3.27,425
3511,"Sugar Cookies, Subway",Whole (45g),220.05,1.8,12,27.99,1,139.95,45
3512,"Sugar, brown",Tablespoon (13g),48.27,0.03,0,12.58,0,2.73,13
3513,"Sugar, raw",Tablespoon (15g),57.31,0,0,14.97,0,0.15,15
3514,"Sugar, rock",Piece (2g),7.92,0,0,1.98,0,0.04,2
3515,"Sugar, syrup, ice fusion",1 portion (210g),90.3,0,0,22.68,0,21,210
3516,"Sugar, white",Teaspoon (5g),19.14,0,0,5,0,0,5
3517,suji halwa,Piece (151.2g),428.8,4.16,17.06,64.67,1.81,43.09,151.2
3518,"Suji, cake",Piece (41g),191.02,3.54,13.53,13.77,0.73,73.31,41
3519,Sunflower seed,Tablespoon (12g),68.76,2.72,6.12,0.26,1.3,0,12
3521,Sup tulang,Bowl-soup (16 and 1/2 cm) (934g),210.95,20.15,8.68,13.1,6.27,1656.69,934
3522,"Super Supreme 12"" Large Pan Pizza, Pizzahut",Whole (85g),216.75,11.05,8.59,23.4,2.1,453.9,85
3523,"Super Supreme 9"" Regular Pan Pizza, Pizzahut",Whole (78g),195,10.14,7.8,21.1,1.7,358.8,78
3524,"Surimi, finfish",1 portion (75g),74.25,11.4,0.68,5.18,0,107.25,75
3525,Sushi,Piece (40g),46.91,0.83,0.1,10.66,0.79,236.51,40
3526,"Sushi, california roll",Piece (40g),54.64,1.68,1.36,8.92,0.47,185.72,40
3527,"Sushi, cooked prawn",Piece (31g),36.24,1.14,0.11,7.67,0.91,104.53,31
3528,"Sushi, cooked scallop",Piece (31g),42.59,2.11,0.41,7.61,0.23,129.52,31
3529,"Sushi, crabmeat mayonnaise",Piece (33g),59.6,1.5,1.66,9.65,0.39,155.1,33
3530,"Sushi, egg mayonnaise",Piece (23g),40.18,1.18,1.08,6.43,0.31,94.21,23
3531,"Sushi, grilled eel",Piece (29g),54.29,1.83,1.76,7.78,0.85,114.32,29
3532,"Sushi, omelette",Piece (39g),63.18,2.07,1.48,10.41,0.39,148.59,39
3533,"Sushi, preserved radish",Piece (8.5g),9.22,0.25,0.04,1.97,0.14,47.34,8.5
3534,"Sushi, raw cockle",Piece (32g),40.83,2.7,0.16,7.15,0.25,130.59,32
3535,"Sushi, raw cuttlefish",Piece (30g),36.3,1.93,0.14,6.83,0.2,118.05,30
3536,"Sushi, raw mackerel",Piece (23g),32.55,0.91,1.07,4.82,0.11,47.29,23
3537,"Sushi, raw prawn roe",Piece (27g),32.99,1.23,0.4,6.11,0.35,160.25,27
3538,"Sushi, raw salmon roe and cucumber",Piece (31g),50.13,2.83,1.12,7.2,0.47,140.55,31
3539,"Sushi, raw tuna",Piece (31g),37.17,2.79,0.15,6.17,0.25,98.46,31
3540,"Sushi, raw tuna, roll",Piece (18g),18.68,0.9,0.09,3.57,0.2,48.33,18
3541,"Sushi, roll, cucumber",Piece (16g),22.03,0.44,0.08,4.9,0.09,54.83,16
3542,"Sushi, roll, futomaki",Piece (52g),72.85,1.95,0.86,14.33,0.54,228.12,52
3543,"Sushi, salmon slice",Piece (34g),59.16,2.35,1.22,9.72,0.17,114.92,34
3544,"Sushi, seasoned baby octopus",Piece (34g),54.5,2.34,0.48,10.21,0.37,150.25,34
3545,"Sushi, seasoned jellyfish",Piece (34g),57.7,2.04,0.8,10.6,0.4,246.26,34
3546,"Sushi, sweet beancurd",Piece (34g),63.72,2,1.72,10.06,0.55,146.54,34
3547,"Sushi, tuna salad",Piece (36g),77.08,2.68,2.66,10.61,0.54,138.6,36
3548,Sweet and sour chicken,Plate-16cm (456g),929.66,49.7,47.88,73.42,0.46,1381.68,456
3549,Sweet and sour fish,Bowl-soup (16 and 1/2 cm) (196g),540.96,46.26,27.05,28.22,4.9,1448.44,196
3550,Sweet and sour luncheon meat,Plate-16cm (240g),580.8,19.92,41.52,31.92,1.2,1929.6,240
3551,Sweet and sour prawn,Plate-16cm (280g),437.08,20.83,22.74,37.27,8.04,223.16,280
3552,"Sweet Onion Chicken Teriyaki Salad, Subway",Bowl-dessert (15 cm) (401g),204.51,20.05,3.09,24.98,4.01,669.67,401
3553,"Sweet Onion Sauce, Fat Free, Subway",Dessertspoon (21g),39.9,0,0,9,0,85.05,21
3554,Sweet Potato Fries,1 portion (157g),521.24,3.3,31.12,56.83,5.5,568.34,157
3555,Sweet potato fritter,Piece (70g),196,1.96,9.52,21.98,2.73,177.8,70
3556,Sweet potato ondeh ondeh,Piece (110.44g),176.7,1.44,7.51,26.06,3.42,88.35,110.44
3557,Sweet potato porridge,Bowl-soup (16 and 1/2 cm) (590g),212.4,5.9,0,47.2,1.77,23.6,590
3558,Sweet potato porridge (with ginkgo nuts & sesame oil),Bowl-soup (16 and 1/2 cm) (362g),168.22,4.31,1.41,34.57,1.34,6.7,362
3559,"Sweet potato shoots, raw",Cup (35g),6.17,0.69,0.08,0.67,0.64,4.26,35
3560,Sweet potato soup,1 portion (300g),186,1.8,0.3,44.4,5.7,27,300
3561,"Sweet potato, boiled, without skin",Whole (151g),158.55,2.49,0.45,36.66,2.72,19.63,151
3562,"Sweet potato, dried",Slice (4.44g),15.1,0.21,0.04,3.49,0.09,1.15,4.44
3563,"Sweet potato, raw, peeled",Piece (65g),48.54,0.66,0.16,11.63,1.26,21.84,65
3564,Sweet sherry,Glass (250ml) (55g),75.92,0.11,0,6.11,0,9.9,55
3565,Sweet sour pork,1 portion (194g),483.06,26.77,29.68,26.97,5.43,948.66,194
3566,Sweet tapioca with coconut cream,Plate-20cm (70g),104.3,0.56,1.26,22.82,0.98,18.2,70
3567,"Sweet, hard boiled",Whole (12g),35.51,0,0,9.64,0,8.52,12
3568,"Sweetcorn, canned, cream style",Cup (256g),185.39,4.35,1.02,46.34,6.4,729.6,256
3569,"Sweetcorn, fresh, boiled, drained",Cup (164g),177.95,5.41,2.13,41.16,4.1,27.88,164
3570,"Sweetcorn, frozen, boiled",Cup (175g),189.23,5.43,1.58,52.33,6.13,14,175
3571,Sweetened beverage creamer,Tablespoon (15g),55.2,0.6,1.83,9.11,0.05,10.5,15
3572,Sweetened drink (HCS),Can (300g),78,0,0,19.8,0.3,9,300
3574,Swiss roll,Slice (56g),202.16,4.09,11.82,19.94,0.84,95.2,56
3575,Swordfish,Piece (288g),246.99,34.28,12.2,0,0,173.26,288
3576,Syrup limau,Glass (250ml) (250g),109.7,0.45,0.35,26.13,1.33,2.95,250
3577,"Syrup, golden",Tablespoon (20g),57.4,0.06,0,14.98,0,26,20
3578,"Syrup, maple",Tablespoon (20g),50.43,0,0,13,0,2,20
3579,"Syrup, rose",Tablespoon (18g),48.23,0,0,12.06,0,0.72,18
3580,"Syrups, table blends, corn, refiner , and sugar",Cup (316g),1008.04,0,0,265.12,0,224.36,316
3581,Sze chaun hot and sour soup,Bowl-soup (16 and 1/2 cm) (360g),172.8,14.04,9,9,2.88,1314,360
3582,Szechuan chicken,Plate-20cm (290g),451.97,34.61,27.6,15.83,1.58,1922.7,290
3584,Tahini,Tablespoon (16g),104,3.26,9.71,0.16,2.16,12.64,16
3585,Taho sambal blachan(HCS),Whole (180g),570.6,8.46,34.2,57.06,4.86,703.8,180
3588,Taiwanese pork sausage,Piece (55g),198,8.58,14.91,7.43,0,343.2,55
