food_id|attribute|value
MP014|Beta-Karoten (Carotenes)| : 0 mcg
MP014|Thiamin (Vit. B1)| : 0.00 mg
MP014|Riboflavin (Vit. B2)| : 0.00 mg
MP014|Niasin (Niacin)| : 0.0 mg
NR015|food_name|Tabasco pepper, fresh
NR015|food_group|Herbs and Spices
NR015|food_type|Raw
NR015|base_weight|100 g
NR015|base_weight_edible|Edible weight 85 %
NR015|Air (Water)| : 71.2 g
NR015|Energi (Energy)| : 120 Kal
NR015|Protein (Protein)| : 4.7 g
NR015|Lemak (Fat)| : 2.4 g
NR015|Karbohidrat (CHO)| : 19.9 g
NR015|Serat (Fibre)| : 15.2 g
NR015|Abu (ASH)| : 1.8 g
NR015|Kalsium (Ca)| : 45 mg
NR015|Fosfor (P)| : 85 mg
NR015|Besi (Fe)| : 2.5 mg
NR015|Natrium (Na)| : 34 mg
NR015|Kalium (K)| : 706.2 mg
NR015|Tembaga (Cu)| : 0.29 mg
NR015|Seng (Zn)| : 0.6 mg
NR015|Beta-Karoten (Carotenes)| : 1,694 mcg
NR015|Karoten Total (Re)| : 11,050 mcg
NR015|Thiamin (Vit. B1)| : 0.24 mg
NR015|Riboflavin (Vit. B2)| : 0.09 mg
NR015|Niasin (Niacin)| : 1.7 mg
NR015|Vitamin C (Vit. C)| : 70 mg
ER029|food_name|Tahitian chestnut, fresh
ER029|food_group|Fruits
ER029|food_type|Raw
ER029|base_weight|100 g
ER029|base_weight_edible|Edible weight 100 %
ER029|Air (Water)| : 52.7 g
ER029|Energi (Energy)| : 191 Kal
ER029|Protein (Protein)| : 4.5 g
ER029|Lemak (Fat)| : 1.5 g
ER029|Karbohidrat (CHO)| : 39.7 g
ER029|Serat (Fibre)| : 13.4 g
ER029|Abu (ASH)| : 1.6 g
ER029|Kalsium (Ca)| : 186 mg
ER029|Fosfor (P)| : 69 mg
ER029|Besi (Fe)| : 3.2 mg
ER029|Natrium (Na)| : 17 mg
ER029|Kalium (K)| : 403.3 mg
ER029|Tembaga (Cu)| : 0.69 mg
ER029|Seng (Zn)| : 1.3 mg
ER029|Beta-Karoten (Carotenes)| : 51 mcg
ER029|Thiamin (Vit. B1)| : 0.05 mg
ER029|Riboflavin (Vit. B2)| : 0.20 mg
ER029|Niasin (Niacin)| : 1.8 mg
DR143|food_name|Taiwan mustard greens, fresh
DR143|food_group|Vegetables
DR143|food_type|Raw
DR143|base_weight|100 g
DR143|base_weight_edible|Edible weight 85 %
DR143|Air (Water)| : 91.8 g
DR143|Energi (Energy)| : 30 Kal
DR143|Protein (Protein)| : 1.9 g
DR143|Lemak (Fat)| : 0.5 g
DR143|Karbohidrat (CHO)| : 4.4 g
DR143|Serat (Fibre)| : 2.7 g
DR143|Abu (ASH)| : 1.4 g
DR143|Kalsium (Ca)| : 100 mg
DR143|Fosfor (P)| : 58 mg
DR143|Besi (Fe)| : 1.6 mg
DR143|Natrium (Na)| : 27 mg
DR143|Kalium (K)| : 217.0 mg
DR143|Tembaga (Cu)| : 0.10 mg
DR143|Seng (Zn)| : 0.7 mg
DR143|Beta-Karoten (Carotenes)| : 1,340 mcg
DR143|Thiamin (Vit. B1)| : 0.20 mg
DR143|Riboflavin (Vit. B2)| : 0.10 mg
DR143|Niasin (Niacin)| : 0.6 mg
DR143|Vitamin C (Vit. C)| : 33 mg
CP064|food_name|Takwa
CP064|food_group|Grains and Legumes
CP064|food_type|Processed/Products
CP064|base_weight|100 g
CP064|base_weight_edible|Edible weight 100 %
CP064|Air (Water)| : 72.2 g
CP064|Energi (Energy)| : 148 Kal
CP064|Protein (Protein)| : 13.8 g
CP064|Lemak (Fat)| : 8.5 g
CP064|Karbohidrat (CHO)| : 4.0 g
CP064|Serat (Fibre)| : 0.0 g
CP064|Abu (ASH)| : 1.6 g
CP064|Kalsium (Ca)| : 140 mg
CP064|Fosfor (P)| : 214 mg
CP064|Besi (Fe)| : 8.5 mg
CP064|Natrium (Na)| : 3 mg
CP064|Kalium (K)| : 79.0 mg
CP064|Tembaga (Cu)| : 0.30 mg
CP064|Seng (Zn)| : 1.3 mg
CP064|Karoten Total (Re)| : 920 mcg
CP064|Thiamin (Vit. B1)| : 0.20 mg
CP064|Riboflavin (Vit. B2)| : 0.10 mg
CP064|Niasin (Niacin)| : 0.8 mg
FP034|food_name|Taliwang chicken, dish
FP034|food_group|Meat and Poultry
FP034|food_type|Processed/Products
FP034|base_weight|100 g
FP034|base_weight_edible|Edible weight 100 %
FP034|Air (Water)| : 57.5 g
FP034|Energi (Energy)| : 264 Kal
FP034|Protein (Protein)| : 18.2 g
FP034|Lemak (Fat)| : 20.1 g
FP034|Karbohidrat (CHO)| : 2.7 g
FP034|Abu (ASH)| : 1.5 g
FP034|Kalsium (Ca)| : 94 mg
FP034|Fosfor (P)| : 164 mg
FP034|Besi (Fe)| : 2.0 mg
FP034|Natrium (Na)| : 507 mg
FP034|Kalium (K)| : 408.0 mg
FP034|Tembaga (Cu)| : 0.40 mg
FP034|Seng (Zn)| : 12.3 mg
FP034|Retinol (Vit. A)| : 1,067 mcg
ER026|food_name|Tamarillo, fresh
ER026|food_group|Fruits
ER026|food_type|Raw
ER026|base_weight|100 g
ER026|base_weight_edible|Edible weight 98 %
ER026|Air (Water)| : 73.0 g
ER026|Energi (Energy)| : 122 Kal
ER026|Protein (Protein)| : 3.5 g
ER026|Lemak (Fat)| : 4.5 g
ER026|Karbohidrat (CHO)| : 17.5 g
ER026|Serat (Fibre)| : 9.3 g
ER026|Abu (ASH)| : 1.5 g
ER026|Kalsium (Ca)| : 63 mg
ER026|Fosfor (P)| : 69 mg
ER026|Besi (Fe)| : 3.2 mg
ER026|Retinol (Vit. A)| : 0 mcg
ER026|Karoten Total (Re)| : 2,357 mcg
ER026|Thiamin (Vit. B1)| : 0.02 mg
ER026|Vitamin C (Vit. C)| : 0 mg
ER036|food_name|Tangerine, fresh
ER036|food_group|Fruits
ER036|food_type|Raw
ER036|base_weight|100 g
ER036|base_weight_edible|Edible weight 72 %
ER036|Air (Water)| : 84.5 g
ER036|Energi (Energy)| : 61 Kal
ER036|Protein (Protein)| : 0.8 g
ER036|Lemak (Fat)| : 0.2 g
ER036|Karbohidrat (CHO)| : 14.1 g
ER036|Serat (Fibre)| : 5.4 g
ER036|Abu (ASH)| : 0.4 g
ER036|Kalsium (Ca)| : 9 mg
ER036|Fosfor (P)| : 13 mg
ER036|Besi (Fe)| : 0.2 mg
ER036|Natrium (Na)| : 3 mg
ER036|Kalium (K)| : 79.0 mg
ER036|Tembaga (Cu)| : 0.10 mg
ER036|Seng (Zn)| : 0.1 mg
ER036|Beta-Karoten (Carotenes)| : 9 mcg
ER036|Thiamin (Vit. B1)| : 0.12 mg
ER036|Riboflavin (Vit. B2)| : 0.03 mg
ER036|Niasin (Niacin)| : 0.3 mg
ER036|Vitamin C (Vit. C)| : 31 mg
AP041|food_name|Tapai cake
AP041|food_group|Cereals
AP041|food_type|Processed/Products
AP041|base_weight|100 g
AP041|base_weight_edible|Edible weight 100 %
AP041|Air (Water)| : 32.2 g
AP041|Energi (Energy)| : 323 Kal
AP041|Protein (Protein)| : 4.9 g
AP041|Lemak (Fat)| : 11.5 g
AP041|Karbohidrat (CHO)| : 50.1 g
AP041|Serat (Fibre)| : 1.4 g
AP041|Abu (ASH)| : 1.4 g
AP041|Kalsium (Ca)| : 131 mg
AP041|Fosfor (P)| : 83 mg
AP041|Besi (Fe)| : 2.6 mg
AP041|Retinol (Vit. A)| : 26 mcg
AP041|Karoten Total (Re)| : 1,872 mcg
AP041|Thiamin (Vit. B1)| : 0.38 mg
AP041|Riboflavin (Vit. B2)| : 0.16 mg
AP041|Niasin (Niacin)| : 0.3 mg
AP041|Vitamin C (Vit. C)| : 0 mg
BP070|food_name|Tapioca, flour
BP070|food_group|Starchy Roots & Tubers
BP070|food_type|Processed/Products
BP070|base_weight|100 g
BP070|base_weight_edible|Edible weight 100 %
BP070|Air (Water)| : 9.1 g
BP070|Energi (Energy)| : 363 Kal
BP070|Protein (Protein)| : 1.1 g
BP070|Lemak (Fat)| : 0.5 g
BP070|Karbohidrat (CHO)| : 88.2 g
BP070|Serat (Fibre)| : 0.9 g
BP070|Abu (ASH)| : 1.1 g
BP070|Kalsium (Ca)| : 84 mg
BP070|Fosfor (P)| : 125 mg
BP070|Besi (Fe)| : 1.0 mg
BP070|Natrium (Na)| : 1 mg
BP070|Kalium (K)| : 7.1 mg
BP070|Tembaga (Cu)| : 0.00 mg
BP070|Seng (Zn)| : 0.1 mg
BP070|Beta-Karoten (Carotenes)| : 0 mcg
BP070|Thiamin (Vit. B1)| : 0.04 mg
BP070|Riboflavin (Vit. B2)| : 0.00 mg
BP070|Niasin (Niacin)| : 0.4 mg
BP070|Vitamin C (Vit. C)| : 0 mg
GR073|food_name|Tarmon fish, fresh
GR073|food_group|Fish and Other Seafood
GR073|food_type|Raw
GR073|base_weight|100 g
GR073|base_weight_edible|Edible weight 45 %
GR073|Air (Water)| : 68.1 g
GR073|Energi (Energy)| : 151 Kal
GR073|Protein (Protein)| : 13.8 g
GR073|Lemak (Fat)| : 3.8 g
GR073|Karbohidrat (CHO)| : 14.1 g
GR073|Serat (Fibre)| : 0.0 g
GR073|Abu (ASH)| : 0.2 g
GR073|Kalsium (Ca)| : 210 mg
GR073|Fosfor (P)| : 250 mg
GR073|Besi (Fe)| : 1.1 mg
GR073|Retinol (Vit. A)| : 61 mcg
GR073|Thiamin (Vit. B1)| : 0.05 mg
GR073|Vitamin C (Vit. C)| : 0 mg
ER091|food_name|Taro banana, fresh
ER091|food_group|Fruits
ER091|food_type|Raw
ER091|base_weight|100 g
ER091|base_weight_edible|Edible weight 75 %
ER091|Air (Water)| : 71.0 g
ER091|Energi (Energy)| : 113 Kal
ER091|Protein (Protein)| : 1.2 g
ER091|Lemak (Fat)| : 0.2 g
ER091|Karbohidrat (CHO)| : 26.7 g
ER091|Serat (Fibre)| : 4.4 g
ER091|Abu (ASH)| : 0.9 g
ER091|Kalsium (Ca)| : 22 mg
ER091|Fosfor (P)| : 22 mg
ER091|Besi (Fe)| : 0.6 mg
ER091|Natrium (Na)| : 29 mg
ER091|Kalium (K)| : 48.0 mg
ER091|Tembaga (Cu)| : 0.26 mg
ER091|Seng (Zn)| : 0.1 mg
ER091|Beta-Karoten (Carotenes)| : 159 mcg
ER091|Thiamin (Vit. B1)| : 0.12 mg
ER091|Riboflavin (Vit. B2)| : 0.03 mg
ER091|Niasin (Niacin)| : 1.0 mg
ER091|Vitamin C (Vit. C)| : 9 mg
BP071|food_name|Taro Beneng, flour
BP071|food_group|Starchy Roots & Tubers
BP071|food_type|Processed/Products
BP071|base_weight|100 g
BP071|base_weight_edible|Edible weight 100 %
BP071|Air (Water)| : 12.2 g
BP071|Energi (Energy)| : 332 Kal
BP071|Protein (Protein)| : 5.7 g
BP071|Lemak (Fat)| : 0.6 g
BP071|Karbohidrat (CHO)| : 76.1 g
BP071|Serat (Fibre)| : 12.2 g
BP071|Abu (ASH)| : 5.5 g
BP071|Kalsium (Ca)| : 59 mg
BP071|Fosfor (P)| : 302 mg
BP071|Besi (Fe)| : 10.7 mg
BP071|Natrium (Na)| : 7 mg
BP071|Kalium (K)| : 1,404.0 mg
BP071|Tembaga (Cu)| : 0.80 mg
BP071|Seng (Zn)| : 6.2 mg
BP071|Beta-Karoten (Carotenes)| : 0 mcg
BP071|Karoten Total (Re)| : 0 mcg
BP071|Thiamin (Vit. B1)| : 0.02 mg
BP071|Riboflavin (Vit. B2)| : 0.10 mg
BP071|Niasin (Niacin)| : 0.3 mg
BP071|Vitamin C (Vit. C)| : 0 mg
DP009|food_name|Taro leaves, boiled
DP009|food_group|Vegetables
DP009|food_type|Processed/Products
DP009|base_weight|100 g
DP009|base_weight_edible|Edible weight 100 %
DP009|Air (Water)| : 91.6 g
DP009|Energi (Energy)| : 27 Kal
DP009|Protein (Protein)| : 1.3 g
DP009|Lemak (Fat)| : 0.2 g
DP009|Karbohidrat (CHO)| : 5.9 g
DP009|Serat (Fibre)| : 1.6 g
DP009|Abu (ASH)| : 1.0 g
DP009|Kalsium (Ca)| : 119 mg
DP009|Fosfor (P)| : 41 mg
DP009|Besi (Fe)| : 1.4 mg
DP009|Natrium (Na)| : 3 mg
DP009|Kalium (K)| : 519.4 mg
DP009|Tembaga (Cu)| : 0.50 mg
DP009|Seng (Zn)| : 0.5 mg
DP009|Retinol (Vit. A)| : 0 mcg
DP009|Beta-Karoten (Carotenes)| : 4,641 mcg
DP009|Karoten Total (Re)| : 2,682 mcg
DP009|Thiamin (Vit. B1)| : 0.00 mg
DP009|Riboflavin (Vit. B2)| : 0.60 mg
DP009|Niasin (Niacin)| : 1.9 mg
DP009|Vitamin C (Vit. C)| : 7 mg
DR052|food_name|Taro leaves, fresh
DR052|food_group|Vegetables
DR052|food_type|Raw
DR052|base_weight|100 g
DR052|base_weight_edible|Edible weight 75 %
DR052|Air (Water)| : 87.2 g
DR052|Energi (Energy)| : 44 Kal
DR052|Protein (Protein)| : 3.0 g
DR052|Lemak (Fat)| : 0.8 g
DR052|Karbohidrat (CHO)| : 7.4 g
DR052|Serat (Fibre)| : 3.3 g
DR052|Abu (ASH)| : 1.6 g
DR052|Kalsium (Ca)| : 76 mg
DR052|Fosfor (P)| : 59 mg
DR052|Besi (Fe)| : 1.0 mg
DR052|Natrium (Na)| : 3 mg
DR052|Kalium (K)| : 578.4 mg
DR052|Tembaga (Cu)| : 0.20 mg
DR052|Seng (Zn)| : 0.4 mg
DR052|Beta-Karoten (Carotenes)| : 2,584 mcg
DR052|Karoten Total (Re)| : 2,000 mcg
DR052|Thiamin (Vit. B1)| : 0.08 mg
DR052|Riboflavin (Vit. B2)| : 0.40 mg
DR052|Niasin (Niacin)| : 1.4 mg
DR052|Vitamin C (Vit. C)| : 31 mg
DR076|food_name|Taro leaves, fresh
DR076|food_group|Vegetables
DR076|food_type|Raw
DR076|base_weight|100 g
DR076|base_weight_edible|Edible weight 80 %
DR076|Air (Water)| : 81.1 g
DR076|Energi (Energy)| : 59 Kal
DR076|Protein (Protein)| : 3.0 g
DR076|Lemak (Fat)| : 0.4 g
DR076|Karbohidrat (CHO)| : 13.5 g
DR076|Serat (Fibre)| : 3.0 g
DR076|Abu (ASH)| : 2.0 g
DR076|Kalsium (Ca)| : 236 mg
DR076|Fosfor (P)| : 50 mg
DR076|Besi (Fe)| : 2.4 mg
DR076|Natrium (Na)| : 4 mg
DR076|Kalium (K)| : 854.1 mg
DR076|Tembaga (Cu)| : 0.40 mg
DR076|Seng (Zn)| : 0.5 mg
DR076|Retinol (Vit. A)| : 0 mcg
DR076|Beta-Karoten (Carotenes)| : 3,816 mcg
DR076|Karoten Total (Re)| : 5,740 mcg
DR076|Thiamin (Vit. B1)| : 0.07 mg
DR076|Riboflavin (Vit. B2)| : 0.60 mg
DR076|Niasin (Niacin)| : 2.0 mg
DR076|Vitamin C (Vit. C)| : 24 mg
DP028|food_name|Taro wrapped in banana leaves
DP028|food_group|Vegetables
DP028|food_type|Processed/Products
DP028|base_weight|100 g
DP028|base_weight_edible|Edible weight 100 %
DP028|Air (Water)| : 74.5 g
DP028|Energi (Energy)| : 141 Kal
DP028|Protein (Protein)| : 4.4 g
DP028|Lemak (Fat)| : 10.2 g
DP028|Karbohidrat (CHO)| : 8.0 g
DP028|Serat (Fibre)| : 1.8 g
DP028|Abu (ASH)| : 3.0 g
DP028|Kalsium (Ca)| : 149 mg
DP028|Fosfor (P)| : 121 mg
DP028|Besi (Fe)| : 14.5 mg
DP028|Retinol (Vit. A)| : 13 mcg
DP028|Karoten Total (Re)| : 8,610 mcg
DP028|Thiamin (Vit. B1)| : 0.25 mg
DP028|Vitamin C (Vit. C)| : 1 mg
BR025|food_name|Taro, fresh
BR025|food_group|Starchy Roots & Tubers
BR025|food_type|Raw
BR025|base_weight|100 g
BR025|base_weight_edible|Edible weight 85 %
BR025|Air (Water)| : 72.4 g
BR025|Energi (Energy)| : 108 Kal
BR025|Protein (Protein)| : 1.4 g
BR025|Lemak (Fat)| : 0.4 g
BR025|Karbohidrat (CHO)| : 25.0 g
BR025|Serat (Fibre)| : 0.9 g
BR025|Abu (ASH)| : 0.8 g
BR025|Kalsium (Ca)| : 47 mg
BR025|Fosfor (P)| : 67 mg
BR025|Besi (Fe)| : 0.7 mg
BR025|Natrium (Na)| : 10 mg
BR025|Kalium (K)| : 448.0 mg
BR025|Tembaga (Cu)| : 0.20 mg
BR025|Seng (Zn)| : 0.7 mg
BR025|Retinol (Vit. A)| : 0 mcg
BR025|Beta-Karoten (Carotenes)| : 0 mcg
BR025|Karoten Total (Re)| : 0 mcg
BR025|Thiamin (Vit. B1)| : 0.06 mg
BR025|Riboflavin (Vit. B2)| : 0.07 mg
BR025|Niasin (Niacin)| : 1.0 mg
BR025|Vitamin C (Vit. C)| : 4 mg
BR026|food_name|Taro, Pontianak, fresh
BR026|food_group|Starchy Roots & Tubers
BR026|food_type|Raw
BR026|base_weight|100 g
BR026|base_weight_edible|Edible weight 83 %
BR026|Air (Water)| : 60.0 g
BR026|Energi (Energy)| : 163 Kal
BR026|Protein (Protein)| : 2.3 g
BR026|Lemak (Fat)| : 0.5 g
BR026|Karbohidrat (CHO)| : 36.4 g
BR026|Serat (Fibre)| : 0.7 g
BR026|Abu (ASH)| : 0.9 g
BR026|Kalsium (Ca)| : 45 mg
BR026|Fosfor (P)| : 80 mg
BR026|Besi (Fe)| : 1.7 mg
BR026|Natrium (Na)| : 14 mg
BR026|Kalium (K)| : 323.1 mg
BR026|Tembaga (Cu)| : 0.30 mg
BR026|Seng (Zn)| : 1.0 mg
BR026|Retinol (Vit. A)| : 0 mcg
BR026|Beta-Karoten (Carotenes)| : 0 mcg
BR026|Karoten Total (Re)| : 0 mcg
BR026|Thiamin (Vit. B1)| : 0.02 mg
BR026|Riboflavin (Vit. B2)| : 0.10 mg
BR026|Niasin (Niacin)| : 1.3 mg
BP062|food_name|Taro, serimping, from Kebumen
BP062|food_group|Starchy Roots & Tubers
BP062|food_type|Processed/Products
BP062|base_weight|100 g
BP062|base_weight_edible|Edible weight 100 %
BP062|Air (Water)| : 4.8 g
BP062|Energi (Energy)| : 478 Kal
BP062|Protein (Protein)| : 2.5 g
BP062|Lemak (Fat)| : 21.2 g
BP062|Karbohidrat (CHO)| : 69.2 g
BP062|Serat (Fibre)| : 1.7 g
BP062|Abu (ASH)| : 2.3 g
BP062|Kalsium (Ca)| : 112 mg
BP062|Fosfor (P)| : 118 mg
BP062|Besi (Fe)| : 2.3 mg
BP062|Retinol (Vit. A)| : 0 mcg
BP062|Karoten Total (Re)| : 0 mcg
BP062|Thiamin (Vit. B1)| : 0.25 mg
BP062|Vitamin C (Vit. C)| : 0 mg
BP010|food_name|Taro, steamed
BP010|food_group|Starchy Roots & Tubers
BP010|food_type|Processed/Products
BP010|base_weight|100 g
BP010|base_weight_edible|Edible weight 100 %
BP010|Air (Water)| : 69.2 g
BP010|Energi (Energy)| : 120 Kal
BP010|Protein (Protein)| : 1.5 g
BP010|Lemak (Fat)| : 0.3 g
BP010|Karbohidrat (CHO)| : 28.2 g
BP010|Serat (Fibre)| : 0.7 g
BP010|Abu (ASH)| : 0.8 g
BP010|Kalsium (Ca)| : 31 mg
BP010|Fosfor (P)| : 63 mg
BP010|Besi (Fe)| : 0.7 mg
BP010|Natrium (Na)| : 11 mg
BP010|Kalium (K)| : 498.0 mg
BP010|Tembaga (Cu)| : 0.20 mg
BP010|Seng (Zn)| : 0.6 mg
BP010|Retinol (Vit. A)| : 0 mcg
BP010|Beta-Karoten (Carotenes)| : 0 mcg
BP010|Karoten Total (Re)| : 0 mcg
BP010|Thiamin (Vit. B1)| : 0.05 mg
BP010|Riboflavin (Vit. B2)| : 0.60 mg
BP010|Niasin (Niacin)| : 0.8 mg
BP010|Vitamin C (Vit. C)| : 2 mg
BR027|food_name|Taro, viqueque, fresh
BR027|food_group|Starchy Roots & Tubers
BR027|food_type|Raw
BR027|base_weight|100 g
BR027|base_weight_edible|Edible weight 85 %
BR027|Air (Water)| : 70.6 g
BR027|Energi (Energy)| : 115 Kal
BR027|Protein (Protein)| : 1.8 g
BR027|Lemak (Fat)| : 0.5 g
BR027|Karbohidrat (CHO)| : 25.9 g
BR027|Serat (Fibre)| : 8.6 g
BR027|Abu (ASH)| : 1.2 g
BR027|Kalsium (Ca)| : 50 mg
BR027|Fosfor (P)| : 220 mg
BR027|Besi (Fe)| : 0.9 mg
BR027|Natrium (Na)| : 1 mg
BR027|Kalium (K)| : 70.0 mg
BR027|Tembaga (Cu)| : 0.30 mg
BR027|Seng (Zn)| : 1.0 mg
BR027|Retinol (Vit. A)| : 0 mcg
BR027|Beta-Karoten (Carotenes)| : 0 mcg
BR027|Karoten Total (Re)| : 0 mcg
BR027|Thiamin (Vit. B1)| : 0.08 mg
BR027|Riboflavin (Vit. B2)| : 0.10 mg
BR027|Niasin (Niacin)| : 0.9 mg
CP065|food_name|Tauco
CP065|food_group|Grains and Legumes
CP065|food_type|Processed/Products
CP065|base_weight|100 g
CP065|base_weight_edible|Edible weight 100 %
CP065|Air (Water)| : 54.0 g
CP065|Energi (Energy)| : 184 Kal
CP065|Protein (Protein)| : 11.4 g
CP065|Lemak (Fat)| : 5.5 g
CP065|Karbohidrat (CHO)| : 22.2 g
CP065|Serat (Fibre)| : 1.9 g
CP065|Abu (ASH)| : 6.9 g
CP065|Kalsium (Ca)| : 72 mg
CP065|Fosfor (P)| : 463 mg
CP065|Besi (Fe)| : 6.0 mg
CP065|Natrium (Na)| : 1,766 mg
CP065|Kalium (K)| : 233.0 mg
CP065|Tembaga (Cu)| : 0.39 mg
CP065|Seng (Zn)| : 1.0 mg
CP065|Beta-Karoten (Carotenes)| : 0 mcg
CP065|Karoten Total (Re)| : 664 mcg
CP065|Thiamin (Vit. B1)| : 0.32 mg
CP065|Riboflavin (Vit. B2)| : 0.20 mg
CP065|Niasin (Niacin)| : 0.8 mg
CP065|Vitamin C (Vit. C)| : 0 mg
CP066|food_name|Tauco, brand beruang, cake
CP066|food_group|Grains and Legumes
CP066|food_type|Processed/Products
CP066|base_weight|100 g
CP066|base_weight_edible|Edible weight 100 %
CP066|Air (Water)| : 11.4 g
CP066|Energi (Energy)| : 347 Kal
CP066|Protein (Protein)| : 7.4 g
CP066|Lemak (Fat)| : 5.2 g
CP066|Karbohidrat (CHO)| : 67.6 g
CP066|Serat (Fibre)| : 3.2 g
CP066|Abu (ASH)| : 8.4 g
CP066|Kalsium (Ca)| : 63 mg
CP066|Fosfor (P)| : 106 mg
CP066|Besi (Fe)| : 6.2 mg
CP066|Karoten Total (Re)| : 936 mcg
CP066|Thiamin (Vit. B1)| : 0.35 mg
CP066|Vitamin C (Vit. C)| : 0 mg
CP067|food_name|Tauco, brand DAS, cake
CP067|food_group|Grains and Legumes
CP067|food_type|Processed/Products
CP067|base_weight|100 g
CP067|base_weight_edible|Edible weight 100 %
CP067|Air (Water)| : 10.2 g
CP067|Energi (Energy)| : 358 Kal
CP067|Protein (Protein)| : 7.5 g
CP067|Lemak (Fat)| : 4.3 g
CP067|Karbohidrat (CHO)| : 70.4 g
CP067|Serat (Fibre)| : 3.1 g
CP067|Abu (ASH)| : 7.6 g
CP067|Kalsium (Ca)| : 94 mg
CP067|Fosfor (P)| : 94 mg
CP067|Besi (Fe)| : 4.5 mg
CP067|Karoten Total (Re)| : 504 mcg
CP067|Thiamin (Vit. B1)| : 0.29 mg
CP067|Vitamin C (Vit. C)| : 0 mg
CP068|food_name|Tauco, brand meong
CP068|food_group|Grains and Legumes
CP068|food_type|Processed/Products
CP068|base_weight|100 g
CP068|base_weight_edible|Edible weight 100 %
CP068|Air (Water)| : 59.7 g
CP068|Energi (Energy)| : 159 Kal
CP068|Protein (Protein)| : 7.4 g
CP068|Lemak (Fat)| : 4.9 g
CP068|Karbohidrat (CHO)| : 21.3 g
CP068|Serat (Fibre)| : 1.6 g
CP068|Abu (ASH)| : 6.7 g
CP068|Kalsium (Ca)| : 183 mg
CP068|Fosfor (P)| : 84 mg
CP068|Besi (Fe)| : 10.1 mg
CP068|Natrium (Na)| : 1,547 mg
CP068|Kalium (K)| : 204.1 mg
CP068|Tembaga (Cu)| : 0.34 mg
CP068|Seng (Zn)| : 0.9 mg
CP068|Beta-Karoten (Carotenes)| : 0 mcg
CP068|Karoten Total (Re)| : 472 mcg
CP068|Thiamin (Vit. B1)| : 0.46 mg
CP068|Riboflavin (Vit. B2)| : 0.18 mg
CP068|Niasin (Niacin)| : 0.7 mg
CP068|Vitamin C (Vit. C)| : 0 mg
CP069|food_name|Tauji, brand singa
CP069|food_group|Grains and Legumes
CP069|food_type|Processed/Products
CP069|base_weight|100 g
CP069|base_weight_edible|Edible weight 100 %
CP069|Air (Water)| : 30.4 g
CP069|Energi (Energy)| : 277 Kal
CP069|Protein (Protein)| : 9.1 g
CP069|Lemak (Fat)| : 4.7 g
CP069|Karbohidrat (CHO)| : 49.6 g
CP069|Serat (Fibre)| : 1.2 g
CP069|Abu (ASH)| : 6.2 g
CP069|Kalsium (Ca)| : 68 mg
CP069|Fosfor (P)| : 106 mg
CP069|Besi (Fe)| : 3.0 mg
CP069|Karoten Total (Re)| : 936 mcg
CP069|Thiamin (Vit. B1)| : 0.15 mg
CP069|Vitamin C (Vit. C)| : 0 mg
FP086|food_name|Tedong pallu basa, dish
FP086|food_group|Meat and Poultry
FP086|food_type|Processed/Products
FP086|base_weight|100 g
FP086|base_weight_edible|Edible weight 100 %
FP086|Air (Water)| : 81.7 g
FP086|Energi (Energy)| : 83 Kal
FP086|Protein (Protein)| : 10.4 g
FP086|Lemak (Fat)| : 3.4 g
FP086|Karbohidrat (CHO)| : 2.8 g
FP086|Abu (ASH)| : 1.7 g
FP086|Kalsium (Ca)| : 10 mg
FP086|Fosfor (P)| : 139 mg
FP086|Besi (Fe)| : 2.6 mg
FP086|Natrium (Na)| : 397 mg
FP086|Kalium (K)| : 34.0 mg
FP086|Tembaga (Cu)| : 0.60 mg
FP086|Seng (Zn)| : 1.3 mg
FP086|Thiamin (Vit. B1)| : 0.09 mg
FP086|Riboflavin (Vit. B2)| : 0.53 mg
FP086|Niasin (Niacin)| : 9.0 mg
FP086|Vitamin C (Vit. C)| : 0 mg
GP092|food_name|Tekwan
GP092|food_group|Fish and Other Seafood
GP092|food_type|Processed/Products
GP092|base_weight|100 g
GP092|base_weight_edible|Edible weight -
GP092|Air (Water)| : 86.7 g
GP092|Energi (Energy)| : 53 Kal
GP092|Protein (Protein)| : 1.9 g
GP092|Lemak (Fat)| : 0.9 g
GP092|Karbohidrat (CHO)| : 9.4 g
GP092|Abu (ASH)| : 1.1 g
GP092|Kalsium (Ca)| : 9 mg
GP092|Fosfor (P)| : 41 mg
GP092|Besi (Fe)| : 1.0 mg
GP092|Natrium (Na)| : 174 mg
GP092|Kalium (K)| : 42.0 mg
GP092|Tembaga (Cu)| : 0.00 mg
GP092|Seng (Zn)| : 0.0 mg
GP092|Retinol (Vit. A)| : 99 mcg
GP092|Thiamin (Vit. B1)| : 0.10 mg
GP092|Riboflavin (Vit. B2)| : 0.02 mg
GP092|Niasin (Niacin)| : 0.4 mg
CP070|food_name|Tempeh bongkrek
CP070|food_group|Grains and Legumes
CP070|food_type|Processed/Products
CP070|base_weight|100 g
CP070|base_weight_edible|Edible weight 100 %
CP070|Air (Water)| : 72.5 g
CP070|Energi (Energy)| : 119 Kal
CP070|Protein (Protein)| : 4.4 g
CP070|Lemak (Fat)| : 3.5 g
CP070|Karbohidrat (CHO)| : 18.3 g
CP070|Abu (ASH)| : 146.3 g
CP070|Kalsium (Ca)| : 27 mg
CP070|Fosfor (P)| : 100 mg
